,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,S6,C6,S7,C7,percentage_of_total_chips_hand,percentage_of_hand_bet_pot,percentage_of_total_chips_in_pot,current_stage,move,result,player_hand_ranking
0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,3,4,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,6
0,2,4,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,6
0,2,10,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,3
1,2,10,4,12,2,3,3,1,2,8,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,3
2,2,10,4,12,2,3,3,1,2,8,3,11,0,0,0.16666666666666666,0.05,0.012916666666666667,2,1,1,3
3,2,10,4,12,2,3,3,1,2,8,3,11,4,5,0.16666666666666666,0.05,0.012916666666666667,3,0,1,3
0,1,10,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0725,0.027083333333333334,0,2,1,3
1,1,10,4,10,2,12,1,6,4,13,0,0,0,0,0.16666666666666666,0.0725,0.027083333333333334,1,2,1,3
2,1,10,4,10,2,12,1,6,4,13,2,11,0,0,0.16666666666666666,0.0725,0.027083333333333334,2,2,1,3
3,1,10,4,10,2,12,1,6,4,13,2,11,3,2,0.16666666666666666,0.0725,0.027083333333333334,3,0,1,3
0,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.027083333333333334,0,0,1,3
0,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.027083333333333334,0,0,1,3
0,1,8,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.027083333333333334,0,0,1,3
0,3,7,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.08,0.027083333333333334,0,1,1,3
1,3,7,3,8,2,12,1,6,4,13,0,0,0,0,0.16666666666666666,0.08,0.027083333333333334,1,1,1,3
2,3,7,3,8,2,12,1,6,4,13,2,11,0,0,0.16666666666666666,0.08,0.027083333333333334,2,1,1,3
3,3,7,3,8,2,12,1,6,4,13,2,11,3,2,0.16666666666666666,0.08,0.027083333333333334,3,1,1,3
0,2,6,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.027083333333333334,0,0,1,3
0,4,11,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.004166666666666667,0,2,1,3
0,3,8,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004166666666666667,0,0,1,3
0,3,10,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,3
0,1,10,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,3
0,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,3
0,3,11,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,3
0,1,3,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,3
0,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,3
0,2,12,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,2,9,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,5,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,10,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,3
0,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,3
0,4,3,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,2,5,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,2,4,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,2,8,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005,0,2,1,3
0,3,11,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005,0,0,1,3
0,1,12,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,3
0,1,13,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,3
0,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,3
0,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,3
0,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,3
0,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,3
0,3,3,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,2,1,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,3,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,11,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,1,13,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,2,10,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,2,10,4,9,2,5,2,9,1,11,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,3
2,2,10,4,9,2,5,2,9,1,11,3,4,0,0,0.16666666666666666,0.0225,0.006666666666666667,2,1,1,7
3,2,10,4,9,2,5,2,9,1,11,3,4,2,1,0.16666666666666666,0.0525,0.011666666666666667,3,1,1,7
0,2,13,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,3,9,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,4,1,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,4,1,4,10,2,5,2,9,1,11,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,7
2,4,1,4,10,2,5,2,9,1,11,3,4,0,0,0.16666666666666666,0.0125,0.006666666666666667,2,2,1,7
3,4,1,4,10,2,5,2,9,1,11,3,4,2,1,0.16666666666666666,0.0125,0.011666666666666667,3,2,1,7
0,3,10,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.012833333333333334,0,0,1,7
0,1,10,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.012833333333333334,0,0,1,7
0,2,6,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.012833333333333334,0,0,1,3
0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012833333333333334,0,0,1,3
0,1,1,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0495,0.012833333333333334,0,2,1,7
0,2,11,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.012833333333333334,0,0,1,7
0,3,6,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,1,5,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,4,11,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,2,13,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,4,10,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,2,9,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,8,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004166666666666667,0,0,1,7
0,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004166666666666667,0,0,1,6
0,3,12,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,7
0,3,5,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,7
0,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004166666666666667,0,2,1,6
0,4,4,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004166666666666667,0,0,1,7
0,1,5,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.02625,0,0,1,7
0,2,12,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1175,0.02625,0,2,1,7
0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02625,0,0,1,3
0,3,5,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02625,0,0,1,3
0,4,8,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.02625,0,0,1,7
0,2,13,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.02625,0,0,1,7
0,4,6,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0183,0.013133333333333334,0,0,1,7
0,3,5,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0605,0.013133333333333334,0,2,1,6
0,2,9,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.013133333333333334,0,0,1,7
0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.013133333333333334,0,0,1,3
0,2,6,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.013133333333333334,0,0,1,7
0,1,6,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.013133333333333334,0,0,1,6
0,3,6,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,6
0,3,3,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,2,8,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,3,13,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,6,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,2,13,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,4,11,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,7
0,1,8,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,1,10,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,5,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,6
0,4,10,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
1,4,10,3,9,1,2,1,6,3,8,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,7
2,4,10,3,9,1,2,1,6,3,8,2,1,0,0,0.16666666666666666,0.1475,0.0275,2,2,1,7
0,1,11,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,2,6,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,3,10,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,3,10,3,12,1,2,1,6,3,8,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,7
2,3,10,3,12,1,2,1,6,3,8,2,1,0,0,0.16666666666666666,0.0125,0.0275,2,0,1,7
0,1,10,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,1,8,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,4,4,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,4,6,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,6
0,1,12,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,9,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,3,3,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,2,3,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,13,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,2,7,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004566666666666667,0,0,1,7
0,2,11,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004566666666666667,0,0,1,7
0,4,6,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004566666666666667,0,0,1,7
0,1,5,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004566666666666667,0,0,1,7
0,4,9,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004566666666666667,0,0,1,7
0,2,13,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0124,0.004566666666666667,0,2,1,7
0,1,6,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.014166666666666666,0,0,1,7
0,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.014166666666666666,0,0,1,7
0,1,13,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.014166666666666666,0,0,1,7
0,4,6,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.014166666666666666,0,0,1,7
0,4,5,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.014166666666666666,0,0,1,7
0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0575,0.014166666666666666,0,2,1,7
0,4,2,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.008333333333333333,0,0,1,7
0,2,6,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,0,0,1,7
0,2,1,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.008333333333333333,0,2,1,7
1,2,1,2,10,3,4,1,13,1,9,0,0,0,0,0.16666666666666666,0.0125,0.008333333333333333,1,2,1,7
2,2,1,2,10,3,4,1,13,1,9,1,11,0,0,0.16666666666666666,0.0125,0.008333333333333333,2,2,1,3
0,4,10,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.008333333333333333,0,1,1,3
1,4,10,3,10,3,4,1,13,1,9,0,0,0,0,0.16666666666666666,0.0225,0.008333333333333333,1,1,1,3
2,4,10,3,10,3,4,1,13,1,9,1,11,0,0,0.16666666666666666,0.0225,0.008333333333333333,2,0,1,3
0,2,4,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,6
0,4,12,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,3
0,3,10,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.008333333333333333,0,1,1,3
1,3,10,2,10,4,4,2,6,3,9,0,0,0,0,0.16666666666666666,0.02,0.008333333333333333,1,1,1,3
2,3,10,2,10,4,4,2,6,3,9,2,5,0,0,0.16666666666666666,0.02,0.015833333333333335,2,1,1,7
3,3,10,2,10,4,4,2,6,3,9,2,5,1,6,0.16666666666666666,0.02,0.015833333333333335,3,1,1,7
0,2,2,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.008333333333333333,0,1,1,7
1,2,2,3,13,4,4,2,6,3,9,0,0,0,0,0.16666666666666666,0.02,0.008333333333333333,1,1,1,7
2,2,2,3,13,4,4,2,6,3,9,2,5,0,0,0.16666666666666666,0.02,0.015833333333333335,2,0,1,7
0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,6
0,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,0,2,1,3
1,3,1,3,3,4,4,2,6,3,9,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,1,2,1,3
2,3,1,3,3,4,4,2,6,3,9,2,5,0,0,0.16666666666666666,0.055,0.015833333333333335,2,1,1,3
3,3,1,3,3,4,4,2,6,3,9,2,5,1,6,0.16666666666666666,0.055,0.015833333333333335,3,0,1,3
0,2,9,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,1,11,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,1,4,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0075,0,0,1,7
0,4,1,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.0075,0,1,1,7
1,4,1,1,10,4,7,1,13,4,4,0,0,0,0,0.16666666666666666,0.0425,0.010416666666666666,1,1,1,7
2,4,1,1,10,4,7,1,13,4,4,1,2,0,0,0.16666666666666666,0.0425,0.010416666666666666,2,1,1,7
3,4,1,1,10,4,7,1,13,4,4,1,2,3,8,0.16666666666666666,0.0425,0.010416666666666666,3,1,1,7
0,2,6,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,2,10,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,4,11,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.0075,0,2,1,3
1,4,6,3,6,4,7,1,13,4,4,0,0,0,0,0.16666666666666666,0.015,0.010416666666666666,1,2,1,3
2,4,6,3,6,4,7,1,13,4,4,1,2,0,0,0.16666666666666666,0.015,0.010416666666666666,2,2,1,3
3,4,6,3,6,4,7,1,13,4,4,1,2,3,8,0.16666666666666666,0.015,0.010416666666666666,3,2,1,3
0,3,1,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,7
0,3,2,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
1,3,2,3,11,4,7,2,2,3,10,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,7
2,3,2,3,11,4,7,2,2,3,10,1,9,0,0,0.16666666666666666,0.0225,0.006666666666666667,2,1,1,6
3,3,2,3,11,4,7,2,2,3,10,1,9,3,7,0.16666666666666666,0.0225,0.008333333333333333,3,1,1,6
0,4,11,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,6
1,4,11,4,1,4,7,2,2,3,10,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,6
2,4,11,4,1,4,7,2,2,3,10,1,9,0,0,0.16666666666666666,0.0125,0.006666666666666667,2,2,1,6
3,4,11,4,1,4,7,2,2,3,10,1,9,3,7,0.16666666666666666,0.0225,0.008333333333333333,3,1,1,6
0,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,6
0,3,6,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,6
0,2,12,4,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005833333333333334,0,0,1,7
0,1,10,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,7
1,1,10,1,4,2,11,2,5,2,4,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,1,0,1,7
0,2,13,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,2,1,3
1,2,13,4,1,2,11,2,5,2,4,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,1,2,1,3
0,3,12,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,1,3,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,4,8,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,2,13,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.09,0.032916666666666664,0,2,1,3
1,2,13,1,1,1,12,4,5,2,11,0,0,0,0,0.16666666666666666,0.09,0.04708333333333333,1,2,1,3
2,2,13,1,1,1,12,4,5,2,11,3,1,0,0,0.16666666666666666,0.09,0.04708333333333333,2,2,1,7
3,2,13,1,1,1,12,4,5,2,11,3,1,2,12,0.16666666666666666,0.4975,0.18291666666666667,3,2,1,7
0,4,11,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.032916666666666664,0,0,1,7
0,2,5,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.032916666666666664,0,0,1,7
0,1,11,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.032916666666666664,0,0,1,7
0,2,6,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.032916666666666664,0,0,1,7
0,1,13,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0975,0.032916666666666664,0,1,1,7
1,1,13,3,12,1,12,4,5,2,11,0,0,0,0,0.16666666666666666,0.1825,0.04708333333333333,1,1,1,7
2,1,13,3,12,1,12,4,5,2,11,3,1,0,0,0.16666666666666666,0.1825,0.04708333333333333,2,1,1,7
3,1,13,3,12,1,12,4,5,2,11,3,1,2,12,0.16666666666666666,0.59,0.18291666666666667,3,1,1,7
0,3,13,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0211,0.02351666666666667,0,0,1,7
0,2,8,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1089,0.02351666666666667,0,2,1,7
0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02351666666666667,0,0,1,7
0,3,11,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02351666666666667,0,0,1,7
0,4,12,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0111,0.02351666666666667,0,0,1,7
0,3,6,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02351666666666667,0,0,1,7
0,2,11,1,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.01,0,1,1,7
1,2,11,1,13,2,10,3,8,2,6,0,0,0,0,0.16666666666666666,0.03,0.01,1,0,1,7
0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.01,0,2,1,7
1,1,1,2,1,2,10,3,8,2,6,0,0,0,0,0.16666666666666666,0.03,0.01,1,2,1,7
0,4,3,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,1,12,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.01,0,0,1,7
0,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0215,0,0,1,7
0,3,13,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0215,0,0,1,7
0,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.062,0.0215,0,1,1,7
1,4,3,1,3,2,9,3,10,1,4,0,0,0,0,0.16666666666666666,0.062,0.0215,1,0,1,3
0,2,6,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0215,0,0,1,7
0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0215,0,0,1,3
0,2,13,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.052,0.0215,0,2,1,7
1,2,13,3,1,2,9,3,10,1,4,0,0,0,0,0.16666666666666666,0.052,0.0215,1,2,1,7
0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.0075,0,2,1,3
1,2,4,2,1,2,9,4,5,3,10,0,0,0,0,0.16666666666666666,0.02,0.0075,1,2,1,7
2,2,4,2,1,2,9,4,5,3,10,3,13,0,0,0.16666666666666666,0.02,0.0075,2,2,1,2
3,2,4,2,1,2,9,4,5,3,10,3,13,1,12,0.16666666666666666,0.02,0.0075,3,2,1,2
0,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.0075,0,1,1,6
1,1,4,2,6,2,9,4,5,3,10,0,0,0,0,0.16666666666666666,0.025,0.0075,1,1,1,6
2,1,4,2,6,2,9,4,5,3,10,3,13,0,0,0.16666666666666666,0.025,0.0075,2,1,1,6
3,1,4,2,6,2,9,4,5,3,10,3,13,1,12,0.16666666666666666,0.025,0.0075,3,1,1,6
