,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,S6,C6,S7,C7,percentage_of_total_chips_hand,percentage_of_hand_bet_pot,percentage_of_total_chips_in_pot,current_stage,move,result,player_hand_ranking
1,3,10,3,13,3,8,3,7,4,8,0,0,0,0,0.16666666666666666,0.025,0.009166666666666667,1,2,1,7
2,3,10,3,13,3,8,3,7,4,8,1,4,0,0,0.16666666666666666,0.025,0.009166666666666667,2,2,1,7
3,3,10,3,13,3,8,3,7,4,8,1,4,2,12,0.16666666666666666,0.025,0.009166666666666667,3,2,1,7
0,4,1,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.03,0.009166666666666667,0,1,1,7
1,4,1,3,9,3,8,3,7,4,8,0,0,0,0,0.16666666666666666,0.03,0.009166666666666667,1,1,1,7
2,4,1,3,9,3,8,3,7,4,8,1,4,0,0,0.16666666666666666,0.03,0.009166666666666667,2,1,1,7
3,4,1,3,9,3,8,3,7,4,8,1,4,2,12,0.16666666666666666,0.03,0.009166666666666667,3,1,1,7
0,2,6,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,7
0,2,8,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,7
0,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,7
0,2,9,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.009166666666666667,0,0,1,7
0,2,12,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005833333333333334,0,0,1,7
0,3,9,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,7
1,3,9,4,13,3,4,1,3,4,5,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,1,1,1,7
2,3,9,4,13,3,4,1,3,4,5,2,10,0,0,0.16666666666666666,0.02,0.005833333333333334,2,1,1,3
3,3,9,4,13,3,4,1,3,4,5,2,10,1,11,0.16666666666666666,0.02,0.005833333333333334,3,1,1,3
0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,2,1,3
1,1,6,1,1,3,4,1,3,4,5,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,1,2,1,3
2,1,6,1,1,3,4,1,3,4,5,2,10,0,0,0.16666666666666666,0.01,0.005833333333333334,2,2,1,3
3,1,6,1,1,3,4,1,3,4,5,2,10,1,11,0.16666666666666666,0.01,0.005833333333333334,3,2,1,3
0,2,13,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,4,9,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,1,13,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.0075,0,1,1,7
1,1,13,1,5,4,3,2,7,3,8,0,0,0,0,0.16666666666666666,0.0225,0.0075,1,1,1,7
2,1,13,1,5,4,3,2,7,3,8,2,2,0,0,0.16666666666666666,0.0225,0.0075,2,0,1,7
0,3,12,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0075,0,0,1,7
0,3,13,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.0075,0,2,1,7
1,3,13,3,10,4,3,2,7,3,8,0,0,0,0,0.16666666666666666,0.0125,0.0075,1,2,1,7
2,3,13,3,10,4,3,2,7,3,8,2,2,0,0,0.16666666666666666,0.0125,0.0075,2,2,1,7
0,4,13,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,4,12,1,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,3,5,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,4,9,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0062,0,0,1,7
0,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0211,0.0062,0,1,1,7
1,2,2,2,9,1,3,1,8,2,11,0,0,0,0,0.16666666666666666,0.0211,0.0062,1,0,1,7
0,2,3,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0062,0,0,1,7
0,2,6,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0062,0,0,1,7
0,1,13,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0111,0.0062,0,2,1,7
1,1,13,1,9,1,3,1,8,2,11,0,0,0,0,0.16666666666666666,0.0111,0.0062,1,2,1,7
0,1,2,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0062,0,0,1,3
0,2,5,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005833333333333334,0,0,1,6
0,4,8,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.02,0.005833333333333334,0,1,1,7
1,4,8,2,10,4,9,1,11,1,8,0,0,0,0,0.16666666666666666,0.031,0.007666666666666666,1,1,1,7
2,4,8,2,10,4,9,1,11,1,8,1,2,0,0,0.16666666666666666,0.031,0.007666666666666666,2,1,1,7
3,4,8,2,10,4,9,1,11,1,8,1,2,2,4,0.16666666666666666,0.031,0.007666666666666666,3,0,1,7
0,1,10,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,4,13,3,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,2,1,7
1,4,13,3,12,4,9,1,11,1,8,0,0,0,0,0.16666666666666666,0.01,0.007666666666666666,1,2,1,7
2,4,13,3,12,4,9,1,11,1,8,1,2,0,0,0.16666666666666666,0.01,0.007666666666666666,2,2,1,7
3,4,13,3,12,4,9,1,11,1,8,1,2,2,4,0.16666666666666666,0.01,0.007666666666666666,3,2,1,7
0,4,11,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,4,6,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.037083333333333336,0,0,1,7
0,2,8,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1075,0.037083333333333336,0,2,1,7
1,2,8,2,6,2,13,3,12,4,2,0,0,0,0,0.16666666666666666,0.1075,0.04958333333333333,1,2,1,7
2,2,8,2,6,2,13,3,12,4,2,1,3,0,0,0.16666666666666666,0.1075,0.04958333333333333,2,0,1,3
0,4,6,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.037083333333333336,0,0,1,3
0,4,11,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.037083333333333336,0,0,1,3
0,3,13,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.11,0.037083333333333336,0,1,1,3
1,3,13,3,10,2,13,3,12,4,2,0,0,0,0,0.16666666666666666,0.185,0.04958333333333333,1,1,1,3
2,3,13,3,10,2,13,3,12,4,2,1,3,0,0,0.16666666666666666,0.185,0.04958333333333333,2,1,1,3
0,1,9,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.037083333333333336,0,0,1,3
0,4,11,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.005833333333333334,0,2,1,3
0,4,2,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,0,1,3
0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,3,6,2,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,2,9,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,1,9,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,2,7,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.032933333333333335,0,0,1,3
0,4,1,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0951,0.032933333333333335,0,2,1,3
1,4,1,4,11,2,13,4,9,2,6,0,0,0,0,0.16666666666666666,0.0951,0.046266666666666664,1,2,1,7
2,4,1,4,11,2,13,4,9,2,6,1,10,0,0,0.16666666666666666,0.0951,0.08126666666666667,2,2,1,3
3,4,1,4,11,2,13,4,9,2,6,1,10,3,1,0.16666666666666666,0.0951,0.08126666666666667,3,2,1,3
0,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.032933333333333335,0,0,1,7
0,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.032933333333333335,0,0,1,3
0,3,10,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.032933333333333335,0,0,1,7
0,4,12,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0975,0.032933333333333335,0,1,1,3
1,4,12,4,10,2,13,4,9,2,6,0,0,0,0,0.16666666666666666,0.1775,0.046266666666666664,1,1,1,3
2,4,12,4,10,2,13,4,9,2,6,1,10,0,0,0.16666666666666666,0.3875,0.08126666666666667,2,1,1,3
3,4,12,4,10,2,13,4,9,2,6,1,10,3,1,0.16666666666666666,0.3875,0.08126666666666667,3,1,1,3
0,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,6
0,2,3,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,2,3,2,11,2,8,3,1,2,5,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,3
2,2,3,2,11,2,8,3,1,2,5,3,6,0,0,0.16666666666666666,0.0225,0.019166666666666665,2,1,1,7
3,2,3,2,11,2,8,3,1,2,5,3,6,4,9,0.16666666666666666,0.0225,0.04416666666666667,3,1,1,7
0,2,6,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,1,7,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,2,13,4,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,1,9,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,1,9,4,8,2,8,3,1,2,5,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,7
2,1,9,4,8,2,8,3,1,2,5,3,6,0,0,0.16666666666666666,0.0875,0.019166666666666665,2,1,1,7
3,1,9,4,8,2,8,3,1,2,5,3,6,4,9,0.16666666666666666,0.2375,0.04416666666666667,3,1,1,7
0,3,2,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,7
0,1,4,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,6
0,2,7,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,2,13,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,4,5,3,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.008333333333333333,0,0,1,3
0,1,4,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,0,0,1,7
0,4,4,4,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,2,2,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,3,7,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.008333333333333333,0,2,1,7
1,3,7,3,10,4,2,3,2,2,10,0,0,0,0,0.16666666666666666,0.0125,0.0125,1,2,1,7
2,3,7,3,10,4,2,3,2,2,10,2,13,0,0,0.16666666666666666,0.0125,0.0125,2,2,1,7
3,3,7,3,10,4,2,3,2,2,10,2,13,2,1,0.16666666666666666,0.0125,0.0125,3,2,1,7
0,4,7,1,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.008333333333333333,0,1,1,7
1,4,7,1,7,4,2,3,2,2,10,0,0,0,0,0.16666666666666666,0.0475,0.0125,1,1,1,7
2,4,7,1,7,4,2,3,2,2,10,2,13,0,0,0.16666666666666666,0.0475,0.0125,2,1,1,7
3,4,7,1,7,4,2,3,2,2,10,2,13,2,1,0.16666666666666666,0.0475,0.0125,3,1,1,7
0,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.021666666666666667,0,0,1,7
0,4,9,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.1125,0.021666666666666667,0,2,1,7
0,1,13,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.021666666666666667,0,0,1,7
0,3,9,3,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.021666666666666667,0,0,1,7
0,1,8,4,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.021666666666666667,0,0,1,7
0,4,10,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.021666666666666667,0,0,1,7
0,1,5,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,3,12,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,7
0,4,1,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,6
0,1,9,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,2,8,3,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,1,4,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006633333333333333,0,0,1,7
0,3,5,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0224,0.006633333333333333,0,1,1,7
1,3,5,2,13,4,8,3,1,2,11,0,0,0,0,0.16666666666666666,0.0224,0.006633333333333333,1,1,1,3
2,3,5,2,13,4,8,3,1,2,11,2,1,0,0,0.16666666666666666,0.0224,0.006633333333333333,2,1,1,7
3,3,5,2,13,4,8,3,1,2,11,2,1,2,5,0.16666666666666666,0.0224,0.006633333333333333,3,1,1,7
0,4,2,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006633333333333333,0,0,1,7
0,3,3,2,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006633333333333333,0,0,1,7
0,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006633333333333333,0,0,1,3
0,4,10,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0124,0.006633333333333333,0,2,1,7
1,4,10,1,10,4,8,3,1,2,11,0,0,0,0,0.16666666666666666,0.0124,0.006633333333333333,1,2,1,7
2,4,10,1,10,4,8,3,1,2,11,2,1,0,0,0.16666666666666666,0.0124,0.006633333333333333,2,2,1,7
3,4,10,1,10,4,8,3,1,2,11,2,1,2,5,0.16666666666666666,0.0124,0.006633333333333333,3,2,1,7
0,3,12,4,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.008333333333333333,0,0,1,7
0,2,7,1,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,0,0,1,7
0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.008333333333333333,0,2,1,3
1,2,1,3,1,1,5,2,9,4,6,0,0,0,0,0.16666666666666666,0.0125,0.008333333333333333,1,2,1,3
2,2,1,3,1,1,5,2,9,4,6,4,10,0,0,0.16666666666666666,0.0125,0.008333333333333333,2,2,1,3
0,4,9,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.008333333333333333,0,1,1,7
1,1,1,1,12,1,5,2,9,4,6,0,0,0,0,0.16666666666666666,0.0225,0.008333333333333333,1,1,1,7
2,1,1,1,12,1,5,2,9,4,6,4,10,0,0,0.16666666666666666,0.0225,0.008333333333333333,2,0,1,7
0,2,8,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0136,0,0,1,3
0,2,8,4,12,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0136,0,0,1,7
0,1,2,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0136,0,0,1,7
0,3,10,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0136,0,0,1,7
0,3,6,3,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0111,0.0136,0,0,1,7
0,4,1,2,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0555,0.0136,0,2,1,7
0,1,11,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.010416666666666666,0,0,1,7
0,2,7,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.010416666666666666,0,1,1,7
1,2,7,2,11,4,5,1,5,4,9,0,0,0,0,0.16666666666666666,0.0225,0.010416666666666666,1,0,1,3
0,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.010416666666666666,0,0,1,6
0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.010416666666666666,0,0,1,3
0,1,10,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.010416666666666666,0,2,1,7
1,1,10,1,8,4,5,1,5,4,9,0,0,0,0,0.16666666666666666,0.0125,0.010416666666666666,1,0,1,7
0,2,1,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.010416666666666666,0,1,1,3
1,2,1,2,9,4,5,1,5,4,9,0,0,0,0,0.16666666666666666,0.0225,0.010416666666666666,1,1,1,3
0,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.005,0,0,1,6
0,1,9,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005,0,0,1,7
0,4,5,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,3
0,1,2,4,13,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,3
0,3,11,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005,0,0,1,7
0,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.015,0.005,0,2,1,3
0,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,3
0,2,5,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,3
1,2,5,2,10,3,7,2,2,3,5,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,6
2,2,5,2,10,3,7,2,2,3,5,1,4,0,0,0.16666666666666666,0.0225,0.009166666666666667,2,1,1,7
3,2,5,2,10,3,7,2,2,3,5,1,4,3,11,0.16666666666666666,0.0825,0.019166666666666665,3,1,1,7
0,4,11,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,0,2,1,7
1,4,11,4,8,3,7,2,2,3,5,0,0,0,0,0.16666666666666666,0.0125,0.006666666666666667,1,2,1,7
2,4,11,4,8,3,7,2,2,3,5,1,4,0,0,0.16666666666666666,0.0275,0.009166666666666667,2,1,1,7
3,4,11,4,8,3,7,2,2,3,5,1,4,3,11,0.16666666666666666,0.0275,0.019166666666666665,3,1,1,7
0,4,7,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,6
0,2,8,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
0,4,4,2,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,1,5,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,4,10,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,7
0,4,11,4,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,1,1,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,3
0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.005833333333333334,0,2,1,3
0,4,12,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.005833333333333334,0,0,1,7
0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,3
0,1,13,2,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,3,8,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.005833333333333334,0,0,1,7
0,2,11,2,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.00435,0,0,1,7
0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.00435,0,0,1,7
0,3,12,4,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.00435,0,0,1,7
0,1,11,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.00435,0,0,1,7
0,4,8,3,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0111,0.00435,0,2,1,7
0,4,5,3,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.00435,0,0,1,7
0,4,1,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.008333333333333333,0,0,1,7
0,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,0,0,1,3
0,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.008333333333333333,0,0,1,3
0,2,10,1,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.025,0.008333333333333333,0,2,1,7
0,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,7
0,3,6,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.008333333333333333,0,0,1,3
0,1,7,2,7,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.0075,0,1,1,6
1,1,7,2,7,4,7,4,6,4,8,0,0,0,0,0.16666666666666666,0.0225,0.0075,1,1,1,6
2,1,7,2,7,4,7,4,6,4,8,1,10,0,0,0.16666666666666666,0.0362,0.009783333333333333,2,1,1,6
3,1,7,2,7,4,7,4,6,4,8,1,10,2,13,0.16666666666666666,0.1186,0.02351666666666667,3,1,1,6
0,2,6,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0075,0,0,1,3
0,3,6,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,3,10,1,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,7
0,4,9,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.0075,0,2,1,7
1,4,9,2,1,4,7,4,6,4,8,0,0,0,0,0.16666666666666666,0.0125,0.0075,1,2,1,7
2,4,9,2,1,4,7,4,6,4,8,1,10,0,0,0.16666666666666666,0.0125,0.009783333333333333,2,2,1,7
3,4,9,2,1,4,7,4,6,4,8,1,10,2,13,0.16666666666666666,0.0125,0.02351666666666667,3,2,1,7
0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0075,0,0,1,2
0,2,11,2,9,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.0025,0,0,1,7
0,4,6,3,10,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.0025,0,,1,7
0,4,12,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,2,8,1,5,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,7
0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,2
0,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0025,0,0,1,1
0,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.004583333333333333,0,0,1,1
0,2,12,1,6,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.01,0.004583333333333333,0,0,1,7
0,3,4,2,11,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,7
0,4,6,2,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,3
0,1,10,1,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0125,0.004583333333333333,0,2,1,7
0,3,7,1,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.004583333333333333,0,0,1,6
0,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.005,0.006666666666666667,0,0,1,7
0,4,9,4,1,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,0,1,1,7
1,4,9,4,1,2,9,2,1,4,12,0,0,0,0,0.16666666666666666,0.0225,0.006666666666666667,1,1,1,3
2,4,9,4,1,2,9,2,1,4,12,4,5,0,0,0.16666666666666666,0.0225,0.012916666666666667,2,1,1,3
3,4,9,4,1,2,9,2,1,4,12,4,5,2,6,0.16666666666666666,0.0225,0.012916666666666667,3,1,1,3
0,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,2,5,4,8,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,3
0,4,13,2,2,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.006666666666666667,0,0,1,7
